"","Tank","Fish","Sex","Eggs","Time.For.Assay.minutes","Round","Assay","Test.animal.origin","Relative.size.counterpart","Rater","Date","Eggs.prior","Age.eggs.prior","Nips","Pec.fans","Tail.Fans","Entrances","Time","Latency","Flee","Tail.strike","Bite","Display","Quiver","Chase.Charge","Sum.Behaviors","Sum.Submissive","Parenting.per,minute","Aggressive.per.minute","Submissive.per.minute","Eggs.after","Eggs.proportion.after","Age.eggs.after","Days.prev.spawn","Days.next.spawn","Days.nearest.spawn","Parenting.per.time"
"476","B22","B22M","M","Own",2,"2","Female","T1","Larger","GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,2.436,0,0,0,28,0,0,28,0,NA,14,0,NA,NA,NA,5,-7,NA,NA
"477","B22","B22F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,7.207,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-6,NA,NA
"478","B22","B22M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,1.968,0,0,0,4,0,0,4,0,NA,24,0,NA,NA,NA,6,-6,NA,NA
"479","B22","B22F","F","Own",5,"2","Rock",NA,NA,"GG",2023-11-04,NA,NA,NA,NA,NA,NA,NA,12.412,0,12,56,0,0,0,68,0,NA,13.6,0,NA,NA,NA,8,-4,NA,NA
"480","B22","B22M","M","Own",5,"2","Rock",NA,NA,"GG",2023-11-04,NA,NA,NA,NA,NA,NA,NA,31.598,0,31,3,0,0,0,34,0,NA,6.8,0,NA,NA,NA,8,-4,NA,NA
"481","C11","C11F","F","Surrogate",5,"3","Parenting","T18",NA,"GG",2023-11-05,"149",4,3,1,0,5,13.915,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0.8,0,122,"81.87919463087249",7,1,-13,NA,0.287459575997125
"482","C11","C11M","M","Surrogate",5,"3","Parenting","T18",NA,"GG",2023-11-05,"149",4,26,92,0,12,180.345,NA,NA,NA,NA,NA,NA,NA,118,0,NA,23.6,0,122,"81.87919463087249",7,1,-13,NA,0.654301477723253
"483","C11","C11F","F","Surrogate",10,"3","CrabLeashed","D1",NA,"GG",2023-11-06,NA,NA,NA,NA,NA,NA,NA,19.853,0,22,0,0,0,0,22,0,NA,2.2,0,NA,NA,NA,2,-12,NA,NA
"484","C11","C11M","M","Surrogate",10,"3","CrabLeashed","D1",NA,"GG",2023-11-06,NA,NA,NA,NA,NA,NA,NA,15.415,0,4,7,0,0,0,11,0,NA,1.1,0,NA,NA,NA,2,-12,NA,NA
"485","C11","C11F","F","Surrogate",10,"3","Damsel","D3",NA,"GG",2023-11-07,NA,NA,NA,NA,NA,NA,NA,5.105,0,0,0,35,0,160,195,0,NA,19.5,0,NA,NA,NA,3,-11,NA,NA
"486","C11","C11M","M","Surrogate",10,"3","Damsel","D3",NA,"GG",2023-11-07,NA,NA,NA,NA,NA,NA,NA,2.235,0,0,0,3,0,3,6,0,NA,0.6,0,NA,NA,NA,3,-11,NA,NA
"487","C11","C11F","F","Surrogate",2,"3","Male","T2","Larger","GG",2023-11-08,NA,NA,NA,NA,NA,NA,NA,1.234,0,9,1,10,0,1,21,0,NA,10.5,0,NA,NA,NA,4,-10,NA,NA
"488","C11","C11M","M","Surrogate",2,"3","Male","T2","Larger","GG",2023-11-08,NA,NA,NA,NA,NA,NA,NA,5.071,0,2,3,12,1,3,20,1,NA,10,0.5,NA,NA,NA,4,-10,NA,NA
"489","C11","C11F","F","Surrogate",2,"3","Female","T12","Smaller","GG",2023-11-09,NA,NA,NA,NA,NA,NA,NA,1.268,0,7,0,17,0,13,37,0,NA,18.5,0,NA,NA,NA,5,-9,NA,NA
"490","C11","C11M","M","Surrogate",2,"3","Female","T12","Smaller","GG",2023-11-09,NA,NA,NA,NA,NA,NA,NA,20.02,0,6,1,12,0,4,23,0,NA,11.5,0,NA,NA,NA,5,-9,NA,NA
"491","C11","C11F","F","Surrogate",0.166666666666667,"3","Hand","Emily",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,2.369,0,1,0,3,0,0,4,0,NA,24,0,NA,NA,NA,6,-8,NA,NA
"492","C11","C11M","M","Surrogate",0.166666666666667,"3","Hand","Emily",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,5.639,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-8,NA,NA
"493","C11","C11F","F","Own",10,"3","CrabLeashed","D1",NA,"IW",2024-01-30,NA,NA,NA,NA,NA,NA,NA,241.108,0,8,2,0,0,0,10,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"494","C11","C11M","M","Own",10,"3","CrabLeashed","D1",NA,"IW",2024-01-30,NA,NA,NA,NA,NA,NA,NA,156.23,0,0,7,0,0,0,7,0,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA
"495","B22","B22F","F","Surrogate",5,"2","Parenting","T12",NA,"EP",2023-11-09,"472",3,5,0,0,2,17,NA,NA,NA,NA,NA,NA,NA,5,0,NA,1,0,445,"94.279661016949163",7,1,-10,NA,0.294117647058824
"496","B22","B22M","M","Surrogate",5,"2","Parenting","T12",NA,"EP",2023-11-09,"472",3,19,10,20,19,160.826,NA,NA,NA,NA,NA,NA,NA,49,0,NA,9.8,0,445,"94.279661016949163",7,1,-10,NA,0.304677104448286
"497","B22","B22F","F","Surrogate",10,"2","CrabLeashed","D2",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,43.377,0,1,0,0,0,0,1,0,NA,0.1,0,NA,NA,NA,2,-9,NA,NA
"498","B22","B22M","M","Surrogate",10,"2","CrabLeashed","D2",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,29.13,0,1,0,0,0,0,1,0,NA,0.1,0,NA,NA,NA,2,-9,NA,NA
"499","B22","B22F","F","Surrogate",10,"2","Damsel","D1",NA,"GG",2023-11-11,NA,NA,NA,NA,NA,NA,NA,123.49,2,0,0,15,0,0,15,2,NA,1.5,0.2,NA,NA,NA,3,-8,NA,NA
"500","B22","B22M","M","Surrogate",10,"2","Damsel","D1",NA,"GG",2023-11-11,NA,NA,NA,NA,NA,NA,NA,7.241,0,0,0,11,0,0,11,0,NA,1.1,0,NA,NA,NA,3,-8,NA,NA
"501","B22","B22F","F","Surrogate",2,"2","Male","B24","Similar","GG",2023-11-12,NA,NA,NA,NA,NA,NA,NA,4.437,0,0,1,24,0,0,25,0,NA,12.5,0,NA,NA,NA,4,-7,NA,NA
"502","B22","B22M","M","Surrogate",2,"2","Male","B24","Similar","GG",2023-11-12,NA,NA,NA,NA,NA,NA,NA,2.836,0,0,3,17,0,0,20,0,NA,10,0,NA,NA,NA,4,-7,NA,NA
"503","B22","B22F","F","Surrogate",2,"2","Female","B14","Larger","GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,12.112,1,1,0,13,0,1,15,1,NA,7.5,0.5,NA,NA,NA,5,-6,NA,NA
"504","B22","B22M","M","Surrogate",2,"2","Female","B14","Larger","GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,0.901,0,0,0,24,0,1,25,0,NA,12.5,0,NA,NA,NA,5,-6,NA,NA
"505","B22","B22F","F","Surrogate",0.166666666666667,"2","Hand","Emily",NA,"GG",2023-11-14,NA,NA,NA,NA,NA,NA,NA,9.674,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-5,NA,NA
"506","B22","B22M","M","Surrogate",0.166666666666667,"2","Hand","Emily",NA,"GG",2023-11-14,NA,NA,NA,NA,NA,NA,NA,6.173,1,0,0,0,0,0,0,1,NA,0,6,NA,NA,NA,6,-5,NA,NA
"507","B22","B22F","F","Surrogate",5,"2","Rock",NA,NA,"GG",2023-11-14,NA,NA,NA,NA,NA,NA,NA,9.61,0,15,51,0,0,0,66,0,NA,13.2,0,NA,NA,NA,6,-5,NA,NA
"508","B22","B22M","M","Surrogate",5,"2","Rock",NA,NA,"GG",2023-11-14,NA,NA,NA,NA,NA,NA,NA,7.207,0,30,16,0,0,0,46,0,NA,9.2,0,NA,NA,NA,6,-5,NA,NA
"509","C11","C11F","F","None",10,"3","CrabLeashed","D1",NA,"GG",2023-11-17,NA,NA,NA,NA,NA,NA,NA,23.29,0,19,9,0,0,0,28,0,NA,2.8,0,NA,NA,NA,NA,NA,NA,NA
"510","C11","C11M","M","None",10,"3","CrabLeashed","D1",NA,"GG",2023-11-17,NA,NA,NA,NA,NA,NA,NA,9.576,0,3,25,0,0,0,28,0,NA,2.8,0,NA,NA,NA,NA,NA,NA,NA
"511","C11","C11F","F","None",10,"3","Damsel","D3",NA,"GG",2024-02-04,NA,NA,NA,NA,NA,NA,NA,6.006,0,0,0,67,0,102,169,0,NA,16.9,0,NA,NA,NA,NA,NA,NA,NA
"512","C11","C11M","M","None",10,"3","Damsel","D3",NA,"GG",2024-02-04,NA,NA,NA,NA,NA,NA,NA,90.524,2,0,0,2,0,0,2,2,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA
"513","C11","C11F","F","None",2,"3","Male","A15","Similar","GG",2023-12-01,NA,NA,NA,NA,NA,NA,NA,0.600999999999999,0,0,0,19,0,1,20,0,NA,10,0,NA,NA,NA,NA,NA,NA,NA
"514","C11","C11M","M","None",2,"3","Male","A15","Similar","GG",2023-12-01,NA,NA,NA,NA,NA,NA,NA,14.682,0,1,8,22,0,1,32,0,NA,16,0,NA,NA,NA,NA,NA,NA,NA
"515","C11","C11F","F","None",2,"3","Female","B14","Smaller","GG",2023-12-02,NA,NA,NA,NA,NA,NA,NA,7.007,0,10,6,5,0,3,24,0,NA,12,0,NA,NA,NA,NA,NA,NA,NA
"516","C11","C11M","M","None",2,"3","Female","B14","Smaller","GG",2023-12-02,NA,NA,NA,NA,NA,NA,NA,1.535,0,1,3,18,0,1,23,0,NA,11.5,0,NA,NA,NA,NA,NA,NA,NA
"517","C11","C11F","F","None",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-12-03,NA,NA,NA,NA,NA,NA,NA,1.269,0,0,0,2,0,1,3,0,NA,18,0,NA,NA,NA,NA,NA,NA,NA
"518","C11","C11M","M","None",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-12-03,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"519","C11","C11F","F","None",5,"3","Rock",NA,NA,"GG",2023-12-03,NA,NA,NA,NA,NA,NA,NA,20.554,0,4,7,0,0,0,11,0,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA
"520","C11","C11M","M","None",5,"3","Rock",NA,NA,"GG",2023-12-03,NA,NA,NA,NA,NA,NA,NA,3.67,0,2,18,0,0,0,20,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"521","C15","C15F","F","Own",5,"2","Parenting","C15",NA,"GG",2023-10-23,"639",2,0,0,0,3,28.695,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,609,"95.305164319248831",7,1,-14,NA,0
"522","C15","C15M","M","Own",5,"2","Parenting","C15",NA,"GG",2023-10-23,"639",2,49,76,0,8,256.157,NA,NA,NA,NA,NA,NA,NA,125,0,NA,25,0,609,"95.305164319248831",7,1,-14,NA,0.48798197980145
"523","C15","C15F","F","Own",10,"2","CrabLeashed","D2",NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,1.601,0,14,16,0,0,0,30,0,NA,3,0,NA,NA,NA,2,-13,NA,NA
"524","C15","C15M","M","Own",10,"2","CrabLeashed","D2",NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,2,-13,NA,NA
"525","C15","C15F","F","Own",10,"2","Damsel","D3",NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,52.486,1,0,0,16,0,10,26,1,NA,2.6,0.1,NA,NA,NA,3,-12,NA,NA
"526","C15","C15M","M","Own",10,"2","Damsel","D3",NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,328.495,0,0,0,1,0,1,2,0,NA,0.2,0,NA,NA,NA,3,-12,NA,NA
"527","C15","C15F","F","Own",2,"2","Male","B24","Similar","GG",2023-10-26,NA,NA,NA,NA,NA,NA,NA,4.104,0,1,3,4,0,4,12,0,NA,6,0,NA,NA,NA,4,-11,NA,NA
"528","C15","C15M","M","Own",2,"2","Male","B24","Similar","GG",2023-10-26,NA,NA,NA,NA,NA,NA,NA,6.773,0,4,0,9,0,1,14,0,NA,7,0,NA,NA,NA,4,-11,NA,NA
"529","C15","C15F","F","Own",2,"2","Female","A23","Larger","GG",2023-10-27,NA,NA,NA,NA,NA,NA,NA,2.469,0,5,5,7,0,2,19,0,NA,9.5,0,NA,NA,NA,5,-10,NA,NA
"530","C15","C15M","M","Own",2,"2","Female","A23","Larger","GG",2023-10-27,NA,NA,NA,NA,NA,NA,NA,1.768,1,8,0,41,0,1,50,1,NA,25,0.5,NA,NA,NA,5,-10,NA,NA
"531","C15","C15F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,0.634,0,0,0,4,0,0,4,0,NA,24,0,NA,NA,NA,6,-9,NA,NA
"532","C15","C15M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,1.067,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-9,NA,NA
"533","C15","C15F","F","Own",5,"2","Rock",NA,NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,89.322,0,10,13,0,0,0,23,0,NA,4.6,0,NA,NA,NA,6,-9,NA,NA
"534","C15","C15M","M","Own",5,"2","Rock",NA,NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,31.798,0,22,6,0,0,0,28,0,NA,5.6,0,NA,NA,NA,6,-9,NA,NA
"535","C22","C22F","F","None",10,"2","CrabLeashed","D1",NA,"GG",2023-10-04,NA,NA,NA,NA,NA,NA,NA,105.005,0,1,0,0,0,0,1,0,NA,0.1,0,NA,NA,NA,12,-5,NA,NA
"536","C22","C22M","M","None",10,"2","CrabLeashed","D1",NA,"GG",2023-10-04,NA,NA,NA,NA,NA,NA,NA,38.739,0,30,0,0,0,0,30,0,NA,3,0,NA,NA,NA,12,-5,NA,NA
"537","C22","C22F","F","None",10,"2","Damsel","D3",NA,"GG",2023-10-05,NA,NA,NA,NA,NA,NA,NA,1.435,0,3,0,58,0,14,75,0,NA,7.5,0,NA,NA,NA,13,-4,NA,NA
"538","C22","C22M","M","None",10,"2","Damsel","D3",NA,"GG",2023-10-05,NA,NA,NA,NA,NA,NA,NA,1.302,1,2,0,18,0,4,24,1,NA,2.4,0.1,NA,NA,NA,13,-4,NA,NA
"539","C22","C22F","F","None",2,"2","Male","B24","Smaller","GG",2024-02-06,NA,NA,NA,NA,NA,NA,NA,0.0340000000000007,0,4,5,7,0,2,18,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA
"540","C22","C22M","M","None",2,"2","Male","B24","Smaller","GG",2024-02-06,NA,NA,NA,NA,NA,NA,NA,4.205,0,10,0,11,1,5,26,1,NA,13,0.5,NA,NA,NA,NA,NA,NA,NA
"541","C22","C22F","F","None",2,"2","Female","T8","Smaller","GG",2023-10-07,NA,NA,NA,NA,NA,NA,NA,5.839,0,11,12,16,0,11,50,0,NA,25,0,NA,NA,NA,15,-2,NA,NA
"542","C22","C22M","M","None",2,"2","Female","T8","Smaller","GG",2023-10-07,NA,NA,NA,NA,NA,NA,NA,4.204,1,5,0,6,0,10,21,1,NA,10.5,0.5,NA,NA,NA,15,-2,NA,NA
"543","C22","C22F","F","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,0.433000000000002,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,16,-1,NA,NA
"544","C22","C22M","M","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,16,-1,NA,NA
"545","C22","C22F","F","None",5,"2","Rock",NA,NA,"GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,16,-1,NA,NA
"546","C22","C22M","M","None",5,"2","Rock",NA,NA,"GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,1.535,0,56,0,0,0,0,56,0,NA,11.2,0,NA,NA,NA,16,-1,NA,NA
"547","C22","C22F","F","Surrogate",5,"1","Parenting","C13",NA,"GG",2023-10-10,"594",2,3,5,0,5,29.53,NA,NA,NA,NA,NA,NA,NA,8,0,NA,1.6,0,305,"51.34680134680135",7,1,-14,NA,0.270910938029123
"548","C22","C22M","M","Surrogate",5,"1","Parenting","C13",NA,"GG",2023-10-10,"594",2,24,60,0,7,173.607,NA,NA,NA,NA,NA,NA,NA,84,0,NA,16.8,0,305,"51.34680134680135",7,1,-14,NA,0.483851457602516
"549","C22","C22F","F","Surrogate",10,"1","CrabLeashed","D1",NA,"GG",2023-10-11,NA,NA,NA,NA,NA,NA,NA,90.357,0,2,0,0,0,0,2,0,NA,0.2,0,NA,NA,NA,2,-13,NA,NA
"550","C22","C22M","M","Surrogate",10,"1","CrabLeashed","D1",NA,"GG",2023-10-11,NA,NA,NA,NA,NA,NA,NA,17.851,0,57,0,0,0,0,57,0,NA,5.7,0,NA,NA,NA,2,-13,NA,NA
"551","C22","C22F","F","Surrogate",10,"1","Damsel","D3",NA,"GG",2023-10-12,NA,NA,NA,NA,NA,NA,NA,1.068,0,4,4,18,0,82,108,0,NA,10.8,0,NA,NA,NA,3,-12,NA,NA
"552","C22","C22M","M","Surrogate",10,"1","Damsel","D3",NA,"GG",2023-10-12,NA,NA,NA,NA,NA,NA,NA,7.508,0,9,2,12,0,48,71,0,NA,7.1,0,NA,NA,NA,3,-12,NA,NA
"553","C22","C22F","F","Surrogate",2,"1","Male","A23","Smaller","GG",2023-10-13,NA,NA,NA,NA,NA,NA,NA,0.4,0,0,3,16,0,1,20,0,NA,10,0,NA,NA,NA,4,-11,NA,NA
"554","C22","C22M","M","Surrogate",2,"1","Male","A23","Smaller","GG",2023-10-13,NA,NA,NA,NA,NA,NA,NA,2.502,0,0,1,26,0,0,27,0,NA,13.5,0,NA,NA,NA,4,-11,NA,NA
"555","C22","C22F","F","Surrogate",2,"1","Female","T1","Similar","GG",2023-10-14,NA,NA,NA,NA,NA,NA,NA,0.567,0,9,13,7,0,10,39,0,NA,19.5,0,NA,NA,NA,5,-10,NA,NA
"556","C22","C22M","M","Surrogate",2,"1","Female","T1","Similar","GG",2023-10-14,NA,NA,NA,NA,NA,NA,NA,10.244,0,0,0,10,0,0,10,0,NA,5,0,NA,NA,NA,5,-10,NA,NA
"557","C22","C22F","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,0.301,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-9,NA,NA
"558","C22","C22M","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,3.47,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-9,NA,NA
"559","C22","C22F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,44.678,0,26,6,0,0,0,32,0,NA,6.4,0,NA,NA,NA,6,-9,NA,NA
"560","C22","C22M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,0.801,0,70,12,0,0,0,82,0,NA,16.4,0,NA,NA,NA,6,-9,NA,NA
"561","T18","T18F","F","None",10,"2","CrabLeashed","D1",NA,"GG",2023-10-06,NA,NA,NA,NA,NA,NA,NA,25.96,0,7,28,0,NA,0,35,0,NA,3.5,0,NA,NA,NA,9,-27,NA,NA
"562","T18","T18M","M","None",10,"2","CrabLeashed","D1",NA,"GG",2023-10-06,NA,NA,NA,NA,NA,NA,NA,18.719,0,17,0,0,0,0,17,0,NA,1.7,0,NA,NA,NA,9,-27,NA,NA
"563","T18","T18F","F","None",10,"2","Damsel","D3",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,6.04,0,3,1,49,0,203,256,0,NA,25.6,0,NA,NA,NA,6,-30,NA,NA
"564","T18","T18M","M","None",10,"2","Damsel","D3",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,17.718,0,2,0,13,0,29,44,0,NA,4.4,0,NA,NA,NA,6,-30,NA,NA
"565","T18","T18F","F","None",2,"2","Male","T10","Larger","GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,13.013,0,0,0,14,0,1,15,0,NA,7.5,0,NA,NA,NA,11,-25,NA,NA
"566","T18","T18M","M","None",2,"2","Male","T10","Larger","GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,2.136,0,0,0,35,0,2,37,0,NA,18.5,0,NA,NA,NA,11,-25,NA,NA
"567","T18","T18F","F","None",2,"2","Female","B25","Smaller","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,0.934000000000001,0,14,0,4,0,44,62,0,NA,31,0,NA,NA,NA,12,-24,NA,NA
"568","T18","T18M","M","None",2,"2","Female","B25","Smaller","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,7.24,0,5,0,9,0,11,25,0,NA,12.5,0,NA,NA,NA,12,-24,NA,NA
"569","T18","T18F","F","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,0.334,0,0,0,4,0,0,4,0,NA,24,0,NA,NA,NA,13,-23,NA,NA
"570","T18","T18M","M","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,0.632,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,13,-23,NA,NA
"571","T18","T18F","F","None",5,"2","Rock",NA,NA,"GG",2023-10-11,NA,NA,NA,NA,NA,NA,NA,16.049,0,20,6,0,0,0,26,0,NA,5.2,0,NA,NA,NA,14,-22,NA,NA
"572","T18","T18M","M","None",5,"2","Rock",NA,NA,"GG",2023-10-11,NA,NA,NA,NA,NA,NA,NA,52.82,0,10,2,0,0,0,12,0,NA,2.4,0,NA,NA,NA,14,-22,NA,NA
"573","C15","C15F","F","None",10,"2","CrabLeashed","D2",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,4.938,0,9,10,0,0,0,19,0,NA,1.9,0,NA,NA,NA,12,-9,NA,NA
"574","C15","C15M","M","None",10,"2","CrabLeashed","D2",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,12,-9,NA,NA
"575","C15","C15F","F","None",10,"2","Damsel","D1",NA,"GG",2023-11-20,NA,NA,NA,NA,NA,NA,NA,9.109,0,1,0,11,0,14,26,0,NA,2.6,0,NA,NA,NA,14,-7,NA,NA
"576","C15","C15M","M","None",10,"2","Damsel","D1",NA,"GG",2023-11-20,NA,NA,NA,NA,NA,NA,NA,4.271,0,0,0,15,0,0,15,0,NA,1.5,0,NA,NA,NA,14,-7,NA,NA
"577","C15","C15F","F","None",2,"2","Male","T6","Larger","GG",2023-11-21,NA,NA,NA,NA,NA,NA,NA,1.702,0,9,4,8,0,17,38,0,NA,19,0,NA,NA,NA,15,-6,NA,NA
"578","C15","C15M","M","None",2,"2","Male","T6","Larger","GG",2023-11-21,NA,NA,NA,NA,NA,NA,NA,1.969,0,15,0,16,0,9,40,0,NA,20,0,NA,NA,NA,15,-6,NA,NA
"579","C15","C15F","F","None",2,"2","Female","T6","Similar","GG",2023-11-22,NA,NA,NA,NA,NA,NA,NA,2.102,0,15,1,17,0,18,51,0,NA,25.5,0,NA,NA,NA,16,-5,NA,NA
"580","C15","C15M","M","None",2,"2","Female","T6","Similar","GG",2023-11-22,NA,NA,NA,NA,NA,NA,NA,5.139,1,6,0,11,0,13,30,1,NA,15,0.5,NA,NA,NA,16,-5,NA,NA
"581","C15","C15F","F","None",0.166666666666667,"2","Hand","Rhodes",NA,"GG",2023-11-23,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,5,0,0,6,0,NA,36,0,NA,NA,NA,17,-4,NA,NA
"582","C15","C15M","M","None",0.166666666666667,"2","Hand","Rhodes",NA,"GG",2023-11-23,NA,NA,NA,NA,NA,NA,NA,1.535,0,0,0,5,0,0,5,0,NA,30,0,NA,NA,NA,17,-4,NA,NA
"583","C15","C15F","F","None",5,"2","Rock",NA,NA,"GG",2023-11-23,NA,NA,NA,NA,NA,NA,NA,5.806,0,2,4,0,0,0,6,0,NA,1.2,0,NA,NA,NA,17,-4,NA,NA
"584","C15","C15M","M","None",5,"2","Rock",NA,NA,"GG",2023-11-23,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,17,-4,NA,NA
"585","A24","A24F","F","None",10,"2","CrabLeashed","D1",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,44.645,0,6,8,0,0,0,14,0,NA,1.4,0,NA,NA,NA,11,-14,NA,NA
"586","A24","A24M","M","None",10,"2","CrabLeashed","D1",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,244.611,0,4,6,0,0,0,10,0,NA,1,0,NA,NA,NA,11,-14,NA,NA
"587","A24","A24F","F","None",10,"2","Damsel","D2",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,2.136,2,0,0,53,0,2,55,2,NA,5.5,0.2,NA,NA,NA,11,-14,NA,NA
"588","A24","A24M","M","None",10,"2","Damsel","D2",NA,"GG",2023-11-18,NA,NA,NA,NA,NA,NA,NA,10.611,2,0,0,13,0,0,13,2,NA,1.3,0.2,NA,NA,NA,11,-14,NA,NA
"589","A24","A24F","F","None",2,"2","Male","C23","Smaller","GG",2023-11-20,NA,NA,NA,NA,NA,NA,NA,1.702,0,1,0,13,0,3,17,0,NA,8.5,0,NA,NA,NA,13,-12,NA,NA
"590","A24","A24M","M","None",2,"2","Male","C23","Smaller","GG",2023-11-20,NA,NA,NA,NA,NA,NA,NA,1.668,0,0,0,11,0,17,28,0,NA,14,0,NA,NA,NA,13,-12,NA,NA
"591","A24","A24F","F","None",2,"2","Female","T6","Smaller","GG",2023-11-21,NA,NA,NA,NA,NA,NA,NA,7.274,1,6,0,16,0,4,26,1,NA,13,0.5,NA,NA,NA,14,-11,NA,NA
"592","A24","A24M","M","None",2,"2","Female","T6","Smaller","GG",2023-11-21,NA,NA,NA,NA,NA,NA,NA,2.37,0,1,0,7,0,6,14,0,NA,7,0,NA,NA,NA,14,-11,NA,NA
"593","A24","A24F","F","None",0.166666666666667,"2","Hand","Rhodes",NA,"GG",2023-11-22,NA,NA,NA,NA,NA,NA,NA,2.936,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,15,-10,NA,NA
"594","A24","A24M","M","None",0.166666666666667,"2","Hand","Rhodes",NA,"GG",2023-11-22,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,-10,NA,NA
"595","A24","A24F","F","None",5,"2","Rock",NA,NA,"GG",2023-11-22,NA,NA,NA,NA,NA,NA,NA,11.144,0,3,28,0,0,0,31,0,NA,6.2,0,NA,NA,NA,15,-10,NA,NA
